textId,label_type,start_pos,end_pos
159,手术,94,109
159,疾病和诊断,118,129
159,疾病和诊断,132,144
159,解剖部位,162,166
159,疾病和诊断,165,167
159,解剖部位,167,169
159,解剖部位,169,171
159,疾病和诊断,175,183
159,解剖部位,197,199
159,解剖部位,209,212
159,解剖部位,214,216
159,解剖部位,225,228
159,疾病和诊断,230,235
159,解剖部位,236,242
159,疾病和诊断,241,246
159,解剖部位,247,252
159,疾病和诊断,251,254
159,疾病和诊断,390,393
159,解剖部位,555,556
160,解剖部位,12,14
160,解剖部位,18,19
160,解剖部位,22,23
160,解剖部位,38,39
160,解剖部位,42,43
160,影像检查,63,66
160,疾病和诊断,91,95
160,手术,124,151
160,疾病和诊断,182,189
161,解剖部位,31,34
161,解剖部位,83,84
161,解剖部位,86,87
161,手术,118,122
161,解剖部位,131,135
161,疾病和诊断,142,147
161,解剖部位,150,151
161,疾病和诊断,150,153
161,解剖部位,158,162
161,解剖部位,162,166
161,疾病和诊断,165,168
161,疾病和诊断,176,179
161,解剖部位,192,193
161,解剖部位,232,233
161,手术,243,244
161,手术,244,248
161,解剖部位,265,270
161,疾病和诊断,278,280
161,解剖部位,289,291
161,解剖部位,292,295
161,解剖部位,303,307
161,解剖部位,308,311
161,解剖部位,312,315
161,解剖部位,316,320
161,疾病和诊断,332,336
162,解剖部位,35,36
162,疾病和诊断,35,38
162,疾病和诊断,69,73
162,疾病和诊断,124,139
162,疾病和诊断,144,149
162,解剖部位,184,196
162,解剖部位,199,235
162,药物,264,268
162,解剖部位,312,313
162,解剖部位,315,316
162,药物,399,403
162,解剖部位,435,436
162,解剖部位,438,439
162,解剖部位,450,453
162,药物,508,512
162,解剖部位,618,619
162,解剖部位,621,622
163,解剖部位,15,18
163,疾病和诊断,55,57
163,疾病和诊断,64,68
163,影像检查,69,72
163,影像检查,119,122
163,影像检查,179,180
164,解剖部位,13,15
164,影像检查,67,70
164,疾病和诊断,76,79
164,手术,95,99
165,手术,11,14
165,手术,19,30
165,疾病和诊断,41,57
165,解剖部位,63,64
165,解剖部位,69,70
165,解剖部位,75,76
165,解剖部位,78,79
165,解剖部位,95,107
165,解剖部位,119,121
165,疾病和诊断,124,131
165,解剖部位,155,156
165,解剖部位,158,159
165,解剖部位,176,177
165,解剖部位,214,217
165,疾病和诊断,216,218
165,解剖部位,264,265
165,解剖部位,275,276
165,疾病和诊断,297,301
166,解剖部位,14,15
166,疾病和诊断,14,16
166,药物,42,44
166,疾病和诊断,86,89
166,解剖部位,112,114
166,解剖部位,119,121
166,疾病和诊断,128,132
166,解剖部位,145,149
166,解剖部位,150,153
166,解剖部位,157,159
166,解剖部位,163,166
166,手术,165,167
166,解剖部位,168,171
166,解剖部位,172,175
166,疾病和诊断,228,236
166,影像检查,237,240
166,疾病和诊断,242,252
166,疾病和诊断,256,259
166,解剖部位,260,262
166,解剖部位,264,271
166,解剖部位,272,277
166,影像检查,299,303
166,解剖部位,304,306
166,解剖部位,329,331
167,解剖部位,6,7
167,疾病和诊断,20,28
167,手术,52,71
167,解剖部位,113,114
167,解剖部位,116,117
167,疾病和诊断,140,145
168,解剖部位,8,9
168,疾病和诊断,8,12
168,解剖部位,30,32
168,疾病和诊断,42,48
168,手术,64,70
168,疾病和诊断,80,87
168,疾病和诊断,105,113
168,解剖部位,144,145
168,解剖部位,149,150
168,解剖部位,154,155
168,解剖部位,156,157
169,解剖部位,74,76
169,疾病和诊断,92,95
169,解剖部位,99,102
169,解剖部位,117,119
169,疾病和诊断,118,121
169,解剖部位,137,139
169,解剖部位,168,169
169,疾病和诊断,168,170
169,解剖部位,173,175
169,实验室检验,208,212
169,疾病和诊断,236,241
169,疾病和诊断,242,248
169,手术,251,261
169,疾病和诊断,278,281
169,手术,282,289
170,解剖部位,13,14
170,疾病和诊断,13,17
170,解剖部位,49,50
170,解剖部位,88,90
170,解剖部位,92,95
170,疾病和诊断,100,104
170,疾病和诊断,118,123
170,解剖部位,136,137
170,疾病和诊断,136,139
170,手术,173,185
170,解剖部位,204,205
170,疾病和诊断,211,219
170,疾病和诊断,223,227
170,解剖部位,234,235
170,解剖部位,260,265
170,疾病和诊断,273,274
171,手术,57,66
171,解剖部位,76,77
171,疾病和诊断,76,78
171,解剖部位,77,79
171,疾病和诊断,79,87
171,解剖部位,88,93
171,影像检查,143,148
171,解剖部位,251,252
171,解剖部位,255,256
172,疾病和诊断,21,27
172,疾病和诊断,28,32
172,手术,37,41
172,解剖部位,59,60
172,解剖部位,62,63
172,解剖部位,67,68
172,解剖部位,70,71
172,解剖部位,73,74
172,解剖部位,91,92
172,解剖部位,94,95
172,疾病和诊断,119,120
172,疾病和诊断,126,130
172,疾病和诊断,148,157
173,解剖部位,7,9
173,手术,46,50
173,疾病和诊断,72,84
173,解剖部位,103,105
173,解剖部位,112,113
173,疾病和诊断,112,117
173,疾病和诊断,127,131
173,手术,149,163
173,解剖部位,223,225
173,解剖部位,229,230
173,解剖部位,247,248
174,解剖部位,17,18
174,解剖部位,21,23
174,解剖部位,32,33
174,解剖部位,35,37
174,解剖部位,60,61
174,疾病和诊断,100,103
174,手术,123,147
174,手术,157,162
174,解剖部位,189,190
175,手术,41,50
175,疾病和诊断,58,63
175,手术,67,75
175,疾病和诊断,82,90
175,疾病和诊断,149,155
175,解剖部位,179,180
175,疾病和诊断,179,181
175,疾病和诊断,196,197
175,疾病和诊断,235,242
175,解剖部位,251,255
175,手术,298,300
175,解剖部位,355,356
175,疾病和诊断,355,357
175,解剖部位,358,359
176,手术,20,24
176,疾病和诊断,41,50
176,药物,101,105
176,疾病和诊断,197,200
176,疾病和诊断,239,244
176,解剖部位,267,268
176,解剖部位,269,270
176,解剖部位,281,282
176,解剖部位,349,351
177,解剖部位,9,11
177,手术,27,36
177,解剖部位,66,68
177,解剖部位,91,93
177,解剖部位,116,117
177,疾病和诊断,116,119
177,解剖部位,131,133
177,影像检查,136,141
177,解剖部位,142,143
177,解剖部位,143,145
177,疾病和诊断,146,155
177,疾病和诊断,162,163
177,疾病和诊断,168,171
177,药物,202,205
177,药物,276,279
177,疾病和诊断,323,326
178,解剖部位,13,16
178,解剖部位,22,23
178,解剖部位,38,39
178,疾病和诊断,62,65
178,解剖部位,101,103
178,疾病和诊断,102,105
178,解剖部位,128,129
178,解剖部位,131,132
178,解剖部位,137,138
178,解剖部位,140,141
178,疾病和诊断,161,172
178,解剖部位,173,174
178,疾病和诊断,173,179
178,疾病和诊断,202,205
179,疾病和诊断,10,19
179,手术,24,44
179,药物,68,71
179,解剖部位,93,95
179,解剖部位,140,142
179,解剖部位,163,164
179,解剖部位,166,167
179,解剖部位,171,172
179,解剖部位,174,175
179,解剖部位,204,205
179,疾病和诊断,204,211
180,疾病和诊断,10,16
180,手术,18,25
180,解剖部位,45,47
180,解剖部位,65,71
180,疾病和诊断,85,86
180,解剖部位,91,93
180,解剖部位,148,150
180,解剖部位,160,161
180,解剖部位,165,166
180,解剖部位,167,168
180,疾病和诊断,194,198
181,疾病和诊断,12,15
181,手术,34,53
181,疾病和诊断,64,74
181,解剖部位,77,78
181,解剖部位,91,96
181,解剖部位,108,110
181,解剖部位,132,133
181,解剖部位,135,136
181,解剖部位,139,140
181,解剖部位,198,199
182,手术,11,25
182,解剖部位,103,104
182,解剖部位,106,107
182,解剖部位,149,151
182,疾病和诊断,202,206
182,疾病和诊断,208,211
182,解剖部位,240,241
182,解剖部位,258,260
183,疾病和诊断,6,11
183,手术,16,33
183,解剖部位,43,44
183,解剖部位,78,79
183,解剖部位,85,86
183,解剖部位,88,89
183,手术,107,116
183,手术,116,121
183,疾病和诊断,127,133
183,解剖部位,151,152
184,疾病和诊断,28,33
184,手术,48,56
184,疾病和诊断,64,71
184,疾病和诊断,75,79
184,解剖部位,83,84
184,解剖部位,103,108
184,解剖部位,114,119
184,解剖部位,125,130
184,解剖部位,167,168
184,解剖部位,201,204
185,解剖部位,14,17
185,疾病和诊断,16,19
185,解剖部位,41,42
185,药物,46,50
185,疾病和诊断,87,91
185,手术,122,124
185,疾病和诊断,139,148
185,疾病和诊断,149,156
185,药物,232,236
185,药物,250,253
185,疾病和诊断,275,279
186,解剖部位,14,17
186,解剖部位,27,29
186,解剖部位,50,51
186,解剖部位,59,60
186,解剖部位,62,63
186,疾病和诊断,104,111
186,手术,155,166
186,解剖部位,174,175
186,解剖部位,177,180
186,解剖部位,191,193
186,解剖部位,211,214
186,疾病和诊断,259,272
186,解剖部位,289,294
186,解剖部位,299,304
186,解剖部位,309,315
186,解剖部位,320,323
186,解剖部位,325,329
186,疾病和诊断,359,363
187,解剖部位,16,18
187,解剖部位,25,27
187,解剖部位,28,31
187,疾病和诊断,30,34
187,解剖部位,43,46
187,解剖部位,69,70
187,解剖部位,78,79
187,解剖部位,90,91
187,解剖部位,93,94
187,疾病和诊断,111,117
187,疾病和诊断,118,121
187,药物,126,130
187,药物,131,133
187,解剖部位,162,165
187,疾病和诊断,174,178
187,疾病和诊断,179,185
187,疾病和诊断,185,192
187,疾病和诊断,193,199
187,疾病和诊断,205,209
187,疾病和诊断,210,216
187,解剖部位,236,239
187,手术,266,268
187,手术,268,271
187,疾病和诊断,270,276
188,解剖部位,16,19
188,解剖部位,26,30
188,影像检查,112,114
188,疾病和诊断,119,123
188,手术,134,140
188,解剖部位,149,151
188,手术,158,160
188,手术,160,163
188,解剖部位,171,173
188,疾病和诊断,197,202
188,疾病和诊断,238,240
189,解剖部位,15,16
189,疾病和诊断,15,18
189,解剖部位,23,25
189,解剖部位,30,31
189,解剖部位,33,34
189,疾病和诊断,68,74
189,药物,86,87
189,药物,87,89
189,药物,90,94
189,疾病和诊断,128,138
189,疾病和诊断,149,153
189,解剖部位,155,159
189,疾病和诊断,158,163
189,疾病和诊断,170,185
189,解剖部位,186,188
189,实验室检验,187,194
189,药物,200,201
189,药物,201,204
189,解剖部位,252,254
189,解剖部位,259,260
189,药物,301,302
189,药物,302,304
189,药物,306,309
189,药物,310,313
189,解剖部位,337,338
189,解剖部位,340,341
189,解剖部位,343,344
189,疾病和诊断,368,374
189,疾病和诊断,375,378
190,疾病和诊断,36,45
190,药物,48,52
190,解剖部位,54,55
190,药物,105,107
190,解剖部位,110,111
190,疾病和诊断,144,156
190,解剖部位,242,243
190,解剖部位,244,245
191,解剖部位,10,11
191,解剖部位,11,13
191,疾病和诊断,36,46
191,手术,60,63
191,解剖部位,73,75
191,解剖部位,83,84
191,解剖部位,90,91
191,解剖部位,96,98
191,解剖部位,111,113
191,解剖部位,113,115
191,解剖部位,124,127
191,解剖部位,140,142
191,疾病和诊断,159,164
191,疾病和诊断,193,196
191,解剖部位,205,206
191,解剖部位,228,229
191,解剖部位,231,232
191,解剖部位,250,251
191,疾病和诊断,250,253
191,疾病和诊断,262,268
191,解剖部位,298,299
192,解剖部位,23,24
192,解剖部位,26,27
192,解剖部位,62,66
192,解剖部位,97,99
192,疾病和诊断,122,131
192,疾病和诊断,132,145
192,解剖部位,152,156
192,疾病和诊断,155,160
192,疾病和诊断,161,170
192,疾病和诊断,175,181
193,手术,17,21
193,疾病和诊断,24,28
193,解剖部位,53,56
193,解剖部位,67,70
193,解剖部位,81,82
193,解剖部位,99,100
193,解剖部位,102,103
193,解剖部位,123,124
193,解剖部位,129,130
193,疾病和诊断,144,147
193,疾病和诊断,156,159
193,解剖部位,186,189
193,手术,206,215
193,疾病和诊断,251,261
193,解剖部位,288,289
194,疾病和诊断,45,54
194,解剖部位,67,68
194,疾病和诊断,67,71
194,疾病和诊断,77,82
194,疾病和诊断,91,92
194,疾病和诊断,92,97
194,疾病和诊断,110,111
194,影像检查,110,112
194,影像检查,127,130
194,手术,131,133
194,解剖部位,147,148
194,解剖部位,181,183
195,解剖部位,11,15
195,疾病和诊断,34,37
195,疾病和诊断,40,44
195,手术,62,67
195,疾病和诊断,79,85
195,药物,119,121
195,药物,122,125
195,疾病和诊断,141,144
195,影像检查,191,195
195,解剖部位,195,197
195,疾病和诊断,202,206
195,解剖部位,212,213
195,手术,244,248
195,解剖部位,281,282
195,手术,322,327
195,疾病和诊断,337,340
195,疾病和诊断,349,352
195,解剖部位,368,369
195,解剖部位,407,409
195,解剖部位,415,416
195,解剖部位,418,419
195,解剖部位,421,423
196,疾病和诊断,22,25
196,疾病和诊断,28,29
196,解剖部位,28,31
196,疾病和诊断,30,34
196,疾病和诊断,37,40
196,疾病和诊断,43,51
196,手术,56,70
196,疾病和诊断,80,89
196,解剖部位,142,144
196,解剖部位,147,149
196,疾病和诊断,159,172
196,解剖部位,201,204
196,手术,209,214
196,影像检查,213,217
196,解剖部位,218,221
196,影像检查,274,276
196,疾病和诊断,275,280
196,影像检查,280,287
196,疾病和诊断,286,290
196,疾病和诊断,291,294
196,解剖部位,302,303
196,疾病和诊断,314,317
196,药物,398,399
196,疾病和诊断,441,446
197,解剖部位,13,16
197,解剖部位,60,61
197,解剖部位,63,66
197,解剖部位,82,83
197,疾病和诊断,132,135
197,疾病和诊断,136,143
197,疾病和诊断,145,156
197,疾病和诊断,158,164
197,疾病和诊断,178,189
197,疾病和诊断,247,250
198,疾病和诊断,41,48
198,疾病和诊断,176,179
198,疾病和诊断,179,183
198,药物,190,194
198,手术,221,233
198,疾病和诊断,246,261
198,解剖部位,343,344
198,疾病和诊断,343,345
198,疾病和诊断,346,351
198,解剖部位,364,365
199,手术,34,49
199,疾病和诊断,61,78
199,解剖部位,81,82
199,解剖部位,283,284
200,手术,19,36
200,影像检查,107,110
200,疾病和诊断,112,113
200,疾病和诊断,123,126
200,解剖部位,127,128
200,疾病和诊断,135,138
200,手术,176,185
200,药物,197,200
200,药物,205,207
200,药物,212,214
200,影像检查,242,245
200,疾病和诊断,246,251
200,疾病和诊断,251,258
200,解剖部位,260,261
200,疾病和诊断,260,262
200,疾病和诊断,278,279
200,影像检查,286,289
200,解剖部位,297,298
200,解剖部位,301,302
201,解剖部位,11,13
201,疾病和诊断,33,35
201,解剖部位,45,47
201,手术,75,82
201,手术,82,92
201,药物,126,129
201,药物,140,144
201,药物,144,146
201,药物,175,179
201,药物,218,221
201,药物,222,225
202,解剖部位,8,10
202,解剖部位,16,17
202,疾病和诊断,57,63
202,疾病和诊断,74,79
202,疾病和诊断,101,110
202,影像检查,112,120
202,解剖部位,124,126
202,疾病和诊断,140,142
202,解剖部位,145,149
202,疾病和诊断,148,150
202,解剖部位,161,164
202,疾病和诊断,171,175
202,解剖部位,178,187
202,手术,221,239
202,疾病和诊断,257,263
202,解剖部位,266,267
202,解剖部位,292,294
202,解剖部位,295,300
202,解剖部位,330,340
202,解剖部位,410,411
202,疾病和诊断,440,444
202,解剖部位,471,472
203,疾病和诊断,17,21
203,手术,26,28
203,手术,30,38
203,疾病和诊断,42,46
203,疾病和诊断,62,68
203,疾病和诊断,68,71
203,解剖部位,126,128
203,解剖部位,133,135
203,解剖部位,140,142
203,解剖部位,145,147
203,解剖部位,158,159
203,解剖部位,161,162
204,解剖部位,16,20
204,解剖部位,41,43
204,解剖部位,47,50
204,解剖部位,81,82
204,解剖部位,84,85
204,解剖部位,93,95
204,影像检查,149,156
204,解剖部位,160,162
204,解剖部位,176,177
204,疾病和诊断,194,198
204,疾病和诊断,209,212
204,疾病和诊断,213,222
204,手术,230,235
204,影像检查,234,238
204,手术,242,249
204,疾病和诊断,282,286
204,疾病和诊断,290,297
205,解剖部位,36,37
205,解剖部位,39,40
205,疾病和诊断,81,87
205,疾病和诊断,98,120
205,手术,130,138
205,解剖部位,157,158
205,解剖部位,160,161
206,疾病和诊断,40,51
206,手术,78,86
206,疾病和诊断,100,105
206,解剖部位,132,133
206,解剖部位,136,138
206,手术,137,141
206,手术,142,148
206,手术,148,153
206,解剖部位,159,197
206,解剖部位,197,212
206,疾病和诊断,217,222
206,药物,234,236
206,解剖部位,258,259
206,解剖部位,261,262
206,疾病和诊断,322,329
207,解剖部位,67,68
207,解剖部位,89,90
207,解剖部位,93,94
208,解剖部位,22,23
208,解剖部位,35,36
208,解剖部位,38,39
208,解剖部位,41,42
208,解剖部位,44,45
208,解剖部位,93,95
208,疾病和诊断,126,134
208,疾病和诊断,137,142
208,疾病和诊断,191,197
209,解剖部位,51,52
209,解剖部位,53,54
209,手术,76,79
209,手术,81,83
209,手术,85,90
209,手术,107,116
209,疾病和诊断,128,135
209,影像检查,191,193
209,解剖部位,233,234
209,影像检查,247,256
209,手术,267,272
209,解剖部位,276,281
209,解剖部位,284,287
209,疾病和诊断,286,290
209,疾病和诊断,310,330
209,解剖部位,414,415
209,影像检查,453,456
209,解剖部位,477,478
209,解剖部位,479,480
209,解剖部位,489,490
209,解剖部位,491,492
210,疾病和诊断,37,40
210,手术,51,69
210,疾病和诊断,91,98
210,手术,109,113
210,手术,130,150
210,疾病和诊断,192,200
210,疾病和诊断,208,214
210,解剖部位,284,285
211,解剖部位,30,31
211,解剖部位,36,37
211,解剖部位,44,45
211,影像检查,71,78
211,解剖部位,124,128
211,解剖部位,144,148
211,解剖部位,150,153
211,解剖部位,161,162
211,解剖部位,162,164
211,解剖部位,172,174
211,解剖部位,175,178
211,解剖部位,202,206
211,疾病和诊断,213,218
211,手术,263,267
212,解剖部位,12,13
212,疾病和诊断,12,14
212,解剖部位,37,38
212,解剖部位,58,60
212,解剖部位,87,88
212,解剖部位,90,91
212,疾病和诊断,107,110
212,手术,116,123
212,解剖部位,141,142
212,疾病和诊断,141,143
212,手术,171,178
212,解剖部位,194,195
212,疾病和诊断,194,196
212,疾病和诊断,213,224
213,解剖部位,31,34
213,解剖部位,82,83
213,解剖部位,85,86
213,疾病和诊断,136,141
213,疾病和诊断,148,152
214,解剖部位,13,19
214,解剖部位,60,66
214,手术,85,90
214,疾病和诊断,106,129
214,疾病和诊断,148,163
214,解剖部位,164,166
214,解剖部位,273,274
215,解剖部位,15,19
215,解剖部位,33,37
215,解剖部位,71,73
215,影像检查,90,96
215,疾病和诊断,99,117
215,疾病和诊断,119,123
215,疾病和诊断,125,133
215,疾病和诊断,135,141
215,解剖部位,152,153
215,解剖部位,153,154
215,影像检查,181,184
215,疾病和诊断,186,193
215,解剖部位,193,194
215,疾病和诊断,193,196
215,解剖部位,196,197
215,疾病和诊断,196,199
215,解剖部位,198,200
215,疾病和诊断,199,201
215,解剖部位,200,202
215,疾病和诊断,211,225
215,疾病和诊断,241,247
216,疾病和诊断,9,11
216,疾病和诊断,12,14
216,手术,36,43
216,解剖部位,49,53
216,疾病和诊断,72,76
216,疾病和诊断,77,80
216,解剖部位,85,89
216,手术,88,91
216,手术,91,95
216,解剖部位,94,96
216,疾病和诊断,95,99
216,疾病和诊断,100,102
216,疾病和诊断,102,107
216,解剖部位,110,111
216,疾病和诊断,110,115
216,疾病和诊断,136,144
216,药物,171,174
217,解剖部位,20,21
217,解剖部位,29,30
217,疾病和诊断,29,31
217,解剖部位,36,38
217,解剖部位,67,68
217,解剖部位,73,74
217,疾病和诊断,73,75
217,解剖部位,81,82
217,解剖部位,84,85
217,解剖部位,100,101
217,影像检查,100,103
217,疾病和诊断,105,108
217,影像检查,133,138
217,疾病和诊断,141,145
217,解剖部位,153,155
217,解剖部位,161,163
217,解剖部位,194,195
217,实验室检验,197,198
217,解剖部位,202,203
217,解剖部位,207,209
217,手术,242,243
217,手术,243,253
217,疾病和诊断,268,279
217,手术,316,323
218,疾病和诊断,9,27
218,手术,31,66
218,疾病和诊断,82,94
218,疾病和诊断,95,99
218,解剖部位,110,115
218,解剖部位,172,173
219,解剖部位,20,23
219,疾病和诊断,34,39
219,手术,51,72
219,疾病和诊断,78,89
219,解剖部位,128,129
219,解剖部位,132,133
220,疾病和诊断,38,43
220,手术,58,60
220,解剖部位,89,93
220,解剖部位,110,112
220,解剖部位,133,134
220,影像检查,194,199
220,解剖部位,202,204
220,疾病和诊断,203,207
220,解剖部位,210,213
221,手术,64,67
221,解剖部位,72,73
221,疾病和诊断,72,76
221,实验室检验,183,187
221,药物,201,202
221,实验室检验,201,203
221,药物,202,204
221,实验室检验,203,205
221,实验室检验,219,228
221,实验室检验,242,251
221,实验室检验,266,275
221,影像检查,288,293
221,手术,335,340
221,疾病和诊断,367,373
221,疾病和诊断,376,383
221,解剖部位,495,496
221,解剖部位,498,499
222,解剖部位,32,33
222,疾病和诊断,50,53
222,疾病和诊断,107,110
222,解剖部位,128,129
222,疾病和诊断,128,133
222,解剖部位,139,140
222,解剖部位,142,143
222,疾病和诊断,164,170
222,解剖部位,175,177
222,解剖部位,189,190
222,影像检查,234,239
222,影像检查,244,248
222,疾病和诊断,275,278
222,手术,299,304
222,手术,311,314
222,解剖部位,340,342
222,解剖部位,352,353
222,解剖部位,355,357
222,疾病和诊断,381,386
222,疾病和诊断,387,390
223,手术,16,26
223,解剖部位,58,60
223,解剖部位,80,81
223,解剖部位,81,83
223,疾病和诊断,106,110
223,疾病和诊断,120,126
223,疾病和诊断,153,160
223,疾病和诊断,161,169
223,解剖部位,202,203
223,解剖部位,205,206
224,疾病和诊断,8,11
224,手术,15,23
224,手术,35,40
224,影像检查,74,78
224,影像检查,97,100
224,解剖部位,103,104
224,手术,123,135
224,影像检查,153,156
224,解剖部位,160,164
224,影像检查,177,180
224,解剖部位,183,187
225,解剖部位,15,17
225,解剖部位,53,54
225,解剖部位,110,112
225,解剖部位,121,122
225,解剖部位,125,126
225,解剖部位,143,144
225,解剖部位,155,156
225,解剖部位,158,159
225,手术,173,177
225,疾病和诊断,180,188
225,手术,187,221
225,疾病和诊断,241,246
226,疾病和诊断,13,20
226,手术,23,58
226,疾病和诊断,79,88
226,疾病和诊断,93,96
226,疾病和诊断,97,102
226,解剖部位,112,113
226,解剖部位,135,137
226,解剖部位,151,152
226,解剖部位,154,155
226,解剖部位,158,159
226,解剖部位,161,162
226,疾病和诊断,193,197
227,解剖部位,24,27
227,解剖部位,73,74
227,解剖部位,76,77
227,疾病和诊断,115,119
227,疾病和诊断,122,137
227,疾病和诊断,138,145
227,解剖部位,151,153
227,疾病和诊断,157,162
227,疾病和诊断,168,170
228,手术,16,31
228,解剖部位,43,44
228,疾病和诊断,66,75
228,解剖部位,84,85
228,手术,130,134
228,实验室检验,172,174
228,影像检查,192,201
228,解剖部位,214,215
228,疾病和诊断,231,240
228,解剖部位,254,256
229,手术,10,12
229,疾病和诊断,18,22
229,解剖部位,68,69
229,解剖部位,71,72
229,解剖部位,89,90
229,解剖部位,96,97
229,解剖部位,99,100
229,疾病和诊断,112,123
230,解剖部位,31,32
230,解剖部位,34,35
230,解剖部位,51,52
230,解剖部位,54,55
230,解剖部位,67,69
230,疾病和诊断,90,94
230,疾病和诊断,103,109
230,疾病和诊断,152,157
230,疾病和诊断,166,172
230,疾病和诊断,179,184
230,疾病和诊断,187,203
230,解剖部位,210,211
231,疾病和诊断,7,11
231,解剖部位,18,19
231,疾病和诊断,37,41
231,疾病和诊断,42,47
231,手术,67,76
231,疾病和诊断,91,104
231,疾病和诊断,134,137
231,疾病和诊断,138,152
231,解剖部位,173,174
231,手术,209,213
231,药物,225,227
231,解剖部位,247,248
231,解剖部位,256,257
231,解剖部位,297,298
231,解剖部位,300,301
231,解剖部位,303,304
231,解剖部位,306,308
231,疾病和诊断,356,360
232,疾病和诊断,9,16
232,手术,33,40
232,疾病和诊断,57,69
232,解剖部位,75,77
232,解剖部位,86,87
232,解剖部位,89,90
232,疾病和诊断,128,132
232,解剖部位,196,197
232,疾病和诊断,196,198
232,解剖部位,292,293
232,解剖部位,302,303
232,解剖部位,309,311
232,疾病和诊断,334,339
233,疾病和诊断,15,19
233,手术,24,31
233,解剖部位,46,47
233,解剖部位,63,64
233,解剖部位,76,78
233,解剖部位,94,95
233,解剖部位,109,110
233,影像检查,133,138
233,疾病和诊断,140,146
233,疾病和诊断,160,166
234,解剖部位,14,16
234,解剖部位,40,41
234,解剖部位,52,53
234,疾病和诊断,71,78
234,疾病和诊断,86,94
234,疾病和诊断,103,113
234,疾病和诊断,114,118
234,疾病和诊断,128,134
234,疾病和诊断,142,143
234,疾病和诊断,147,153
234,药物,256,260
234,药物,269,273
234,药物,279,285
234,药物,303,305
234,药物,306,307
234,药物,372,375
234,药物,383,387
234,药物,388,391
234,药物,402,406
234,药物,412,417
234,药物,430,433
234,疾病和诊断,462,464
234,解剖部位,466,468
234,解剖部位,498,501
235,疾病和诊断,7,17
235,手术,27,34
235,影像检查,53,58
235,疾病和诊断,61,69
235,解剖部位,75,80
235,疾病和诊断,79,88
235,疾病和诊断,89,98
235,解剖部位,103,106
235,解剖部位,134,135
235,解剖部位,136,137
235,解剖部位,144,146
236,解剖部位,12,13
236,疾病和诊断,12,14
236,解剖部位,16,18
236,解剖部位,25,26
236,解剖部位,42,43
236,解剖部位,44,45
236,疾病和诊断,44,46
236,疾病和诊断,58,60
236,解剖部位,115,116
236,疾病和诊断,137,143
236,疾病和诊断,155,162
236,解剖部位,200,201
236,疾病和诊断,200,202
236,解剖部位,207,209
236,解剖部位,216,218
236,解剖部位,228,229
236,解剖部位,231,232
236,解剖部位,238,239
236,解剖部位,242,243
236,解剖部位,245,246
236,解剖部位,260,261
237,解剖部位,15,18
237,解剖部位,27,30
237,手术,61,74
237,解剖部位,81,84
237,解剖部位,106,107
237,疾病和诊断,149,153
237,疾病和诊断,201,204
237,解剖部位,253,254
237,解剖部位,255,256
237,解剖部位,259,260
238,手术,50,61
238,疾病和诊断,72,79
238,解剖部位,124,125
238,解剖部位,127,128
238,解剖部位,145,146
238,疾病和诊断,179,189
239,解剖部位,9,12
239,疾病和诊断,11,17
239,解剖部位,66,68
239,解剖部位,77,78
239,解剖部位,95,97
239,手术,123,126
239,手术,126,128
239,手术,129,132
239,手术,135,142
239,手术,146,168
239,解剖部位,193,196
239,疾病和诊断,195,200
239,解剖部位,214,215
240,解剖部位,17,21
240,解剖部位,87,88
240,解剖部位,88,91
240,解剖部位,154,155
240,疾病和诊断,215,224
240,疾病和诊断,230,234
240,疾病和诊断,237,244
240,疾病和诊断,256,264
240,疾病和诊断,273,276
241,解剖部位,18,20
241,解剖部位,49,50
241,解剖部位,52,53
241,解剖部位,55,56
241,解剖部位,58,59
241,疾病和诊断,91,95
241,疾病和诊断,98,107
241,疾病和诊断,108,114
241,影像检查,116,121
241,解剖部位,121,122
241,解剖部位,127,129
241,疾病和诊断,144,146
242,手术,6,14
242,解剖部位,20,21
242,疾病和诊断,20,22
242,解剖部位,21,23
242,疾病和诊断,22,29
242,影像检查,99,103
242,疾病和诊断,105,114
242,影像检查,128,132
242,解剖部位,185,186
242,解剖部位,188,189
242,解剖部位,198,199
242,解剖部位,212,214
242,解剖部位,219,220
243,解剖部位,9,12
243,解剖部位,12,14
243,疾病和诊断,28,33
243,疾病和诊断,35,41
243,解剖部位,58,59
243,解剖部位,61,62
243,影像检查,76,78
243,解剖部位,84,86
243,解剖部位,93,95
243,解剖部位,111,115
243,疾病和诊断,119,122
243,解剖部位,123,128
243,影像检查,144,152
243,疾病和诊断,154,161
243,疾病和诊断,189,192
243,手术,194,202
243,疾病和诊断,212,219
243,疾病和诊断,220,225
243,解剖部位,246,247
243,解剖部位,322,323
243,解剖部位,325,326
243,解剖部位,328,329
243,疾病和诊断,358,363
244,解剖部位,13,16
244,解剖部位,81,82
244,解剖部位,83,84
244,解剖部位,87,88
244,解剖部位,89,90
244,解剖部位,103,104
244,解剖部位,105,106
244,疾病和诊断,155,158
244,疾病和诊断,171,174
245,疾病和诊断,32,35
245,手术,51,60
245,疾病和诊断,69,74
245,疾病和诊断,78,82
245,解剖部位,85,86
246,解剖部位,12,13
246,疾病和诊断,12,16
246,解剖部位,42,43
246,解剖部位,45,46
246,疾病和诊断,87,91
246,疾病和诊断,99,104
246,疾病和诊断,125,133
246,疾病和诊断,139,144
246,解剖部位,153,154
246,解剖部位,156,157
